2.310000000000000000e+02,3.610000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,2.400000000000000000e+01
2.410000000000000000e+02,3.350000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,3.100000000000000000e+01
2.310000000000000000e+02,3.130000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,3.800000000000000000e+01
2.320000000000000000e+02,2.950000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,4.500000000000000000e+01
2.280000000000000000e+02,2.830000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,5.200000000000000000e+01
2.330000000000000000e+02,2.840000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,5.900000000000000000e+01
2.370000000000000000e+02,2.650000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,6.600000000000000000e+01
2.310000000000000000e+02,2.670000000000000000e+02,-0.000000000000000000e+00,-3.400000000000000000e+01,7.300000000000000000e+01
2.870000000000000000e+02,3.710000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,1.700000000000000000e+01
2.840000000000000000e+02,3.580000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,2.400000000000000000e+01
2.730000000000000000e+02,3.270000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,3.100000000000000000e+01
2.700000000000000000e+02,3.080000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,3.800000000000000000e+01
2.560000000000000000e+02,2.950000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,4.500000000000000000e+01
2.590000000000000000e+02,2.830000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,5.200000000000000000e+01
2.620000000000000000e+02,2.750000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,5.900000000000000000e+01
2.580000000000000000e+02,2.630000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,6.600000000000000000e+01
2.600000000000000000e+02,2.660000000000000000e+02,-3.283236440267543088e+01,8.833790111267699530e+00,7.300000000000000000e+01
3.270000000000000000e+02,3.680000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,1.700000000000000000e+01
3.140000000000000000e+02,3.400000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,2.400000000000000000e+01
3.110000000000000000e+02,3.220000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,3.100000000000000000e+01
2.990000000000000000e+02,2.970000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,3.800000000000000000e+01
2.890000000000000000e+02,2.810000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,4.500000000000000000e+01
2.760000000000000000e+02,2.760000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,5.200000000000000000e+01
2.810000000000000000e+02,2.660000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,5.900000000000000000e+01
2.790000000000000000e+02,2.660000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,6.600000000000000000e+01
2.760000000000000000e+02,2.560000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,7.300000000000000000e+01
2.760000000000000000e+02,2.490000000000000000e+02,1.706083623469952215e+01,2.940965601588641221e+01,8.000000000000000000e+01
3.730000000000000000e+02,3.430000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,1.700000000000000000e+01
3.580000000000000000e+02,3.190000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,2.400000000000000000e+01
3.420000000000000000e+02,3.020000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,3.100000000000000000e+01
3.200000000000000000e+02,2.880000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,3.800000000000000000e+01
3.070000000000000000e+02,2.710000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,4.500000000000000000e+01
3.040000000000000000e+02,2.620000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,5.200000000000000000e+01
3.010000000000000000e+02,2.560000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,5.900000000000000000e+01
2.970000000000000000e+02,2.490000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,6.600000000000000000e+01
2.920000000000000000e+02,2.440000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,7.300000000000000000e+01
2.910000000000000000e+02,2.360000000000000000e+02,2.396696167208460437e+01,-2.411606825767474760e+01,8.000000000000000000e+01
4.040000000000000000e+02,2.980000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,1.700000000000000000e+01
3.850000000000000000e+02,2.920000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,2.400000000000000000e+01
3.750000000000000000e+02,2.800000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,3.100000000000000000e+01
3.440000000000000000e+02,2.620000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,3.800000000000000000e+01
3.260000000000000000e+02,2.480000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,4.500000000000000000e+01
3.220000000000000000e+02,2.410000000000000000e+02,-2.951490147093432981e+01,-1.687810982192728915e+01,5.200000000000000000e+01
