-0.000000000000000000e+00,-3.400000000000000000e+01,2.400000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,3.100000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,3.800000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,4.500000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,5.200000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,5.900000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,6.600000000000000000e+01
-0.000000000000000000e+00,-3.400000000000000000e+01,7.300000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,1.700000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,2.400000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,3.100000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,3.800000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,4.500000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,5.200000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,5.900000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,6.600000000000000000e+01
-3.283236440267543088e+01,8.833790111267699530e+00,7.300000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,1.700000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,2.400000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,3.100000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,3.800000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,4.500000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,5.200000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,5.900000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,6.600000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,7.300000000000000000e+01
1.706083623469952215e+01,2.940965601588641221e+01,8.000000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,1.700000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,2.400000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,3.100000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,3.800000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,4.500000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,5.200000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,5.900000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,6.600000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,7.300000000000000000e+01
2.396696167208460437e+01,-2.411606825767474760e+01,8.000000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,1.700000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,2.400000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,3.100000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,3.800000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,4.500000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,5.200000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,5.900000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,6.600000000000000000e+01
-2.951490147093432981e+01,-1.687810982192728915e+01,7.300000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,1.700000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,2.400000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,3.100000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,3.800000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,4.500000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,5.200000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,5.900000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,6.600000000000000000e+01
-8.629994333909232651e+00,3.288652000131200026e+01,7.300000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,1.700000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,2.400000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,3.100000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,3.800000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,4.500000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,5.200000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,5.900000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,6.600000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,7.300000000000000000e+01
3.399934609488628467e+01,-2.108675416957320470e-01,8.000000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,1.700000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,2.400000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,3.100000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,3.800000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,4.500000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,5.200000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,5.900000000000000000e+01
-9.037246096830791942e+00,-3.277694590692239274e+01,6.600000000000000000e+01
